comunidades_y_ciudades_autonomas,divisiones_coicop,anno,total
"Murcia, Región de","Vivienda, agua, electricidad, gas y otros combustibles",2018,4056262
"Murcia, Región de","Vivienda, agua, electricidad, gas y otros combustibles",2017,3944262
"Murcia, Región de","Vivienda, agua, electricidad, gas y otros combustibles",2016,3845274
"Murcia, Región de","Vivienda, agua, electricidad, gas y otros combustibles",2015,3825898
"Murcia, Región de","Vivienda, agua, electricidad, gas y otros combustibles",2014,3832201
"Murcia, Región de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2020,912579
"Murcia, Región de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2019,1028485
"Murcia, Región de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2018,1046737
"Murcia, Región de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2017,1012494
"Murcia, Región de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2016,954857
"Murcia, Región de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2015,894743
"Murcia, Región de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2014,822554
"Murcia, Región de",Salud,2020,845944
"Murcia, Región de",Salud,2019,954586
"Murcia, Región de",Salud,2018,897680
"Murcia, Región de",Salud,2017,860217
"Murcia, Región de",Salud,2016,804803
"Murcia, Región de",Salud,2015,774570
"Murcia, Región de",Salud,2014,744925
"Murcia, Región de",Transporte,2020,1952676
"Murcia, Región de",Transporte,2019,2656909
"Murcia, Región de",Transporte,2018,2699445
"Murcia, Región de",Transporte,2017,2544147
"Murcia, Región de",Transporte,2016,2270774
"Murcia, Región de",Transporte,2015,2158259
"Murcia, Región de",Transporte,2014,2062000
"Murcia, Región de",Comunicaciones,2020,461718
"Murcia, Región de",Comunicaciones,2019,474736
"Murcia, Región de",Comunicaciones,2018,486576
"Murcia, Región de",Comunicaciones,2017,467695
"Murcia, Región de",Comunicaciones,2016,450988
"Murcia, Región de",Comunicaciones,2015,411867
"Murcia, Región de",Comunicaciones,2014,415945
"Murcia, Región de","Ocio, espectáculos y cultura",2020,979146
"Murcia, Región de","Ocio, espectáculos y cultura",2019,1505477
"Murcia, Región de","Ocio, espectáculos y cultura",2018,1507522
"Murcia, Región de","Ocio, espectáculos y cultura",2017,1405732
"Murcia, Región de","Ocio, espectáculos y cultura",2016,1300771
"Murcia, Región de","Ocio, espectáculos y cultura",2015,1214342
"Murcia, Región de","Ocio, espectáculos y cultura",2014,1135681
"Murcia, Región de",Educación,2020,369493
"Murcia, Región de",Educación,2019,380940
"Murcia, Región de",Educación,2018,376877
"Murcia, Región de",Educación,2017,372448
"Murcia, Región de",Educación,2016,364385
"Murcia, Región de",Educación,2015,352572
"Murcia, Región de",Educación,2014,356699
"Murcia, Región de","Hoteles, cafés y restaurantes",2020,1563160
"Murcia, Región de","Hoteles, cafés y restaurantes",2019,2775001
"Murcia, Región de","Hoteles, cafés y restaurantes",2018,2717698
"Murcia, Región de","Hoteles, cafés y restaurantes",2017,2624301
"Murcia, Región de","Hoteles, cafés y restaurantes",2016,2392968
"Murcia, Región de","Hoteles, cafés y restaurantes",2015,2154559
"Murcia, Región de","Hoteles, cafés y restaurantes",2014,2004036
"Murcia, Región de",Otros bienes y servicios,2020,1600106
"Murcia, Región de",Otros bienes y servicios,2019,1728406
"Murcia, Región de",Otros bienes y servicios,2018,1694674
"Murcia, Región de",Otros bienes y servicios,2017,1614965
"Murcia, Región de",Otros bienes y servicios,2016,1580893
"Murcia, Región de",Otros bienes y servicios,2015,1502162
"Murcia, Región de",Otros bienes y servicios,2014,1454310
"Murcia, Región de",Total gasto en consumo final de los hogares interior,2020,17504620
"Murcia, Región de",Total gasto en consumo final de los hogares interior,2019,20474050
"Murcia, Región de",Total gasto en consumo final de los hogares interior,2018,20314656
"Murcia, Región de",Total gasto en consumo final de los hogares interior,2017,19510216
"Murcia, Región de",Total gasto en consumo final de los hogares interior,2016,18543873
"Murcia, Región de",Total gasto en consumo final de los hogares interior,2015,17753155
"Murcia, Región de",Total gasto en consumo final de los hogares interior,2014,17167169
"Murcia, Región de",P.Gasto en consumo final de los hogares,2020,17253156
"Murcia, Región de",P.Gasto en consumo final de los hogares,2019,19730888
"Murcia, Región de",P.Gasto en consumo final de los hogares,2018,19370160
"Murcia, Región de",P.Gasto en consumo final de los hogares,2017,18673482
"Murcia, Región de",P.Gasto en consumo final de los hogares,2016,17761699
"Murcia, Región de",P.Gasto en consumo final de los hogares,2015,17086541
"Murcia, Región de",P.Gasto en consumo final de los hogares,2014,16450131
"Murcia, Región de",P.Consumo final efectivo de los hogares,2020,22489291
"Murcia, Región de",P.Consumo final efectivo de los hogares,2019,24670817
"Murcia, Región de",P.Consumo final efectivo de los hogares,2018,24046480
"Murcia, Región de",P.Consumo final efectivo de los hogares,2017,23193687
"Murcia, Región de",P.Consumo final efectivo de los hogares,2016,22152102
"Murcia, Región de",P.Consumo final efectivo de los hogares,2015,21356817
"Murcia, Región de",P.Consumo final efectivo de los hogares,2014,20520775
"Navarra, Comunidad Foral de",Alimentos y bebidas no alcohólicas,2020,1539941
"Navarra, Comunidad Foral de",Alimentos y bebidas no alcohólicas,2019,1402806
"Navarra, Comunidad Foral de",Alimentos y bebidas no alcohólicas,2018,1359009
"Navarra, Comunidad Foral de",Alimentos y bebidas no alcohólicas,2017,1278517
"Navarra, Comunidad Foral de",Alimentos y bebidas no alcohólicas,2016,1258031
"Navarra, Comunidad Foral de",Alimentos y bebidas no alcohólicas,2015,1288911
"Navarra, Comunidad Foral de",Alimentos y bebidas no alcohólicas,2014,1209990
"Navarra, Comunidad Foral de","Bebidas alcohólicas, tabaco y narcóticos",2020,486304
"Navarra, Comunidad Foral de","Bebidas alcohólicas, tabaco y narcóticos",2019,484598
"Navarra, Comunidad Foral de","Bebidas alcohólicas, tabaco y narcóticos",2018,469556
"Navarra, Comunidad Foral de","Bebidas alcohólicas, tabaco y narcóticos",2017,453431
"Navarra, Comunidad Foral de","Bebidas alcohólicas, tabaco y narcóticos",2016,454086
"Navarra, Comunidad Foral de","Bebidas alcohólicas, tabaco y narcóticos",2015,432213
"Navarra, Comunidad Foral de","Bebidas alcohólicas, tabaco y narcóticos",2014,435581
"Navarra, Comunidad Foral de",Artículos de vestir y calzado,2020,358811
"Navarra, Comunidad Foral de",Artículos de vestir y calzado,2019,466568
"Navarra, Comunidad Foral de",Artículos de vestir y calzado,2018,453415
"Navarra, Comunidad Foral de",Artículos de vestir y calzado,2017,460114
"Navarra, Comunidad Foral de",Artículos de vestir y calzado,2016,459334
"Navarra, Comunidad Foral de",Artículos de vestir y calzado,2015,434309
"Navarra, Comunidad Foral de",Artículos de vestir y calzado,2014,416005
"Navarra, Comunidad Foral de","Vivienda, agua, electricidad, gas y otros combustibles",2020,2358424
"Navarra, Comunidad Foral de","Vivienda, agua, electricidad, gas y otros combustibles",2019,2395718
"Navarra, Comunidad Foral de","Vivienda, agua, electricidad, gas y otros combustibles",2018,2349058
"Navarra, Comunidad Foral de","Vivienda, agua, electricidad, gas y otros combustibles",2017,2302749
"Navarra, Comunidad Foral de","Vivienda, agua, electricidad, gas y otros combustibles",2016,2244513
"Navarra, Comunidad Foral de","Vivienda, agua, electricidad, gas y otros combustibles",2015,2246776
"Navarra, Comunidad Foral de","Vivienda, agua, electricidad, gas y otros combustibles",2014,2262670
"Navarra, Comunidad Foral de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2020,435026
"Navarra, Comunidad Foral de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2019,486747
"Navarra, Comunidad Foral de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2018,491579
"Navarra, Comunidad Foral de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2017,489141
"Navarra, Comunidad Foral de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2016,470387
"Navarra, Comunidad Foral de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2015,447163
"Navarra, Comunidad Foral de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2014,420295
"Navarra, Comunidad Foral de",Salud,2020,522358
"Navarra, Comunidad Foral de",Salud,2019,542194
"Navarra, Comunidad Foral de",Salud,2018,475037
"Navarra, Comunidad Foral de",Salud,2017,469345
"Navarra, Comunidad Foral de",Salud,2016,424121
"Navarra, Comunidad Foral de",Salud,2015,430265
"Navarra, Comunidad Foral de",Salud,2014,433643
"Navarra, Comunidad Foral de",Transporte,2020,947896
"Navarra, Comunidad Foral de",Transporte,2019,1262705
"Navarra, Comunidad Foral de",Transporte,2018,1225406
"Navarra, Comunidad Foral de",Transporte,2017,1145741
"Navarra, Comunidad Foral de",Transporte,2016,1008328
"Navarra, Comunidad Foral de",Transporte,2015,995269
"Navarra, Comunidad Foral de",Transporte,2014,926200
"Navarra, Comunidad Foral de",Comunicaciones,2020,248319
"Navarra, Comunidad Foral de",Comunicaciones,2019,255817
"Navarra, Comunidad Foral de",Comunicaciones,2018,258944
"Navarra, Comunidad Foral de",Comunicaciones,2017,247916
"Navarra, Comunidad Foral de",Comunicaciones,2016,233716
"Navarra, Comunidad Foral de",Comunicaciones,2015,211281
"Navarra, Comunidad Foral de",Comunicaciones,2014,209918
"Navarra, Comunidad Foral de","Ocio, espectáculos y cultura",2020,618759
"Navarra, Comunidad Foral de","Ocio, espectáculos y cultura",2019,920900
"Navarra, Comunidad Foral de","Ocio, espectáculos y cultura",2018,833131
"Navarra, Comunidad Foral de","Ocio, espectáculos y cultura",2017,780181
"Navarra, Comunidad Foral de","Ocio, espectáculos y cultura",2016,699260
"Navarra, Comunidad Foral de","Ocio, espectáculos y cultura",2015,696650
"Navarra, Comunidad Foral de","Ocio, espectáculos y cultura",2014,654880
"Navarra, Comunidad Foral de",Educación,2020,195900
"Navarra, Comunidad Foral de",Educación,2019,199624
"Navarra, Comunidad Foral de",Educación,2018,195380
"Navarra, Comunidad Foral de",Educación,2017,191761
"Navarra, Comunidad Foral de",Educación,2016,187140
"Navarra, Comunidad Foral de",Educación,2015,184126
"Navarra, Comunidad Foral de",Educación,2014,185858
"Navarra, Comunidad Foral de","Hoteles, cafés y restaurantes",2020,853794
"Navarra, Comunidad Foral de","Hoteles, cafés y restaurantes",2019,1508710
"Navarra, Comunidad Foral de","Hoteles, cafés y restaurantes",2018,1442261
"Navarra, Comunidad Foral de","Hoteles, cafés y restaurantes",2017,1413729
"Navarra, Comunidad Foral de","Hoteles, cafés y restaurantes",2016,1305979
"Navarra, Comunidad Foral de","Hoteles, cafés y restaurantes",2015,1161253
"Navarra, Comunidad Foral de","Hoteles, cafés y restaurantes",2014,1085122
"Navarra, Comunidad Foral de",Otros bienes y servicios,2020,1020286
"Navarra, Comunidad Foral de",Otros bienes y servicios,2019,1110482
"Navarra, Comunidad Foral de",Otros bienes y servicios,2018,1094474
"Navarra, Comunidad Foral de",Otros bienes y servicios,2017,1043734
"Navarra, Comunidad Foral de",Otros bienes y servicios,2016,1015490
"Navarra, Comunidad Foral de",Otros bienes y servicios,2015,923045
"Navarra, Comunidad Foral de",Otros bienes y servicios,2014,881627
"Navarra, Comunidad Foral de",Total gasto en consumo final de los hogares interior,2020,9585818
"Navarra, Comunidad Foral de",Total gasto en consumo final de los hogares interior,2019,11036869
"Navarra, Comunidad Foral de",Total gasto en consumo final de los hogares interior,2018,10647250
"Navarra, Comunidad Foral de",Total gasto en consumo final de los hogares interior,2017,10276359
"Navarra, Comunidad Foral de",Total gasto en consumo final de los hogares interior,2016,9760385
"Navarra, Comunidad Foral de",Total gasto en consumo final de los hogares interior,2015,9451261
"Navarra, Comunidad Foral de",Total gasto en consumo final de los hogares interior,2014,9121789
"Navarra, Comunidad Foral de",P.Gasto en consumo final de los hogares,2020,9705831
"Navarra, Comunidad Foral de",P.Gasto en consumo final de los hogares,2019,11260208
"Navarra, Comunidad Foral de",P.Gasto en consumo final de los hogares,2018,10946571
"Navarra, Comunidad Foral de",P.Gasto en consumo final de los hogares,2017,10556071
"Navarra, Comunidad Foral de",P.Gasto en consumo final de los hogares,2016,10033244
"Navarra, Comunidad Foral de",P.Gasto en consumo final de los hogares,2015,9637069
"Navarra, Comunidad Foral de",P.Gasto en consumo final de los hogares,2014,9424520
"Navarra, Comunidad Foral de",P.Consumo final efectivo de los hogares,2020,12281867
"Navarra, Comunidad Foral de",P.Consumo final efectivo de los hogares,2019,13676851
"Navarra, Comunidad Foral de",P.Consumo final efectivo de los hogares,2018,13221620
"Navarra, Comunidad Foral de",P.Consumo final efectivo de los hogares,2017,12736166
"Navarra, Comunidad Foral de",P.Consumo final efectivo de los hogares,2016,12152283
"Navarra, Comunidad Foral de",P.Consumo final efectivo de los hogares,2015,11692877
"Navarra, Comunidad Foral de",P.Consumo final efectivo de los hogares,2014,11386864
País Vasco,Alimentos y bebidas no alcohólicas,2020,5178291
País Vasco,Alimentos y bebidas no alcohólicas,2019,4777769
País Vasco,Alimentos y bebidas no alcohólicas,2018,4697652
País Vasco,Alimentos y bebidas no alcohólicas,2017,4509357
País Vasco,Alimentos y bebidas no alcohólicas,2016,4493060
País Vasco,Alimentos y bebidas no alcohólicas,2015,4459000
País Vasco,Alimentos y bebidas no alcohólicas,2014,4294852
País Vasco,"Bebidas alcohólicas, tabaco y narcóticos",2020,1591126
País Vasco,"Bebidas alcohólicas, tabaco y narcóticos",2019,1516858
País Vasco,"Bebidas alcohólicas, tabaco y narcóticos",2018,1497591
País Vasco,"Bebidas alcohólicas, tabaco y narcóticos",2017,1480329
País Vasco,"Bebidas alcohólicas, tabaco y narcóticos",2016,1494761
País Vasco,"Bebidas alcohólicas, tabaco y narcóticos",2015,1433653
País Vasco,"Bebidas alcohólicas, tabaco y narcóticos",2014,1454022
País Vasco,Artículos de vestir y calzado,2020,1046089
País Vasco,Artículos de vestir y calzado,2019,1429640
País Vasco,Artículos de vestir y calzado,2018,1465092
País Vasco,Artículos de vestir y calzado,2017,1565721
País Vasco,Artículos de vestir y calzado,2016,1600334
País Vasco,Artículos de vestir y calzado,2015,1587079
País Vasco,Artículos de vestir y calzado,2014,1552401
País Vasco,"Vivienda, agua, electricidad, gas y otros combustibles",2020,9667582
País Vasco,"Vivienda, agua, electricidad, gas y otros combustibles",2019,9884861
País Vasco,"Vivienda, agua, electricidad, gas y otros combustibles",2018,9776286
País Vasco,"Vivienda, agua, electricidad, gas y otros combustibles",2017,9566764
País Vasco,"Vivienda, agua, electricidad, gas y otros combustibles",2016,9332884
País Vasco,"Vivienda, agua, electricidad, gas y otros combustibles",2015,9293389
País Vasco,"Vivienda, agua, electricidad, gas y otros combustibles",2014,9228634
País Vasco,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2020,1542823
País Vasco,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2019,1673992
País Vasco,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2018,1711913
País Vasco,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2017,1686008
País Vasco,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2016,1658517
País Vasco,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2015,1593827
País Vasco,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2014,1452711
País Vasco,Salud,2020,1458162
País Vasco,Salud,2019,1596594
País Vasco,Salud,2018,1517517
País Vasco,Salud,2017,1450235
País Vasco,Salud,2016,1329151
País Vasco,Salud,2015,1376499
País Vasco,Salud,2014,1322491
País Vasco,Transporte,2020,2694192
País Vasco,Transporte,2019,3556550
País Vasco,Transporte,2018,3576841
País Vasco,Transporte,2017,3466233
País Vasco,Transporte,2016,3162785
País Vasco,Transporte,2015,3204276
País Vasco,Transporte,2014,3099474
País Vasco,Comunicaciones,2020,862151
País Vasco,Comunicaciones,2019,883487
País Vasco,Comunicaciones,2018,905916
País Vasco,Comunicaciones,2017,873527
País Vasco,Comunicaciones,2016,832455
País Vasco,Comunicaciones,2015,784229
País Vasco,Comunicaciones,2014,761434
País Vasco,"Ocio, espectáculos y cultura",2020,1715694
País Vasco,"Ocio, espectáculos y cultura",2019,2662995
País Vasco,"Ocio, espectáculos y cultura",2018,2541976
País Vasco,"Ocio, espectáculos y cultura",2017,2593721
País Vasco,"Ocio, espectáculos y cultura",2016,2451096
País Vasco,"Ocio, espectáculos y cultura",2015,2350014
País Vasco,"Ocio, espectáculos y cultura",2014,2194178
País Vasco,Educación,2020,556383
País Vasco,Educación,2019,576000
País Vasco,Educación,2018,571522
País Vasco,Educación,2017,564272
País Vasco,Educación,2016,554514
País Vasco,Educación,2015,538090
País Vasco,Educación,2014,541174
País Vasco,"Hoteles, cafés y restaurantes",2020,2866622
País Vasco,"Hoteles, cafés y restaurantes",2019,4403195
País Vasco,"Hoteles, cafés y restaurantes",2018,4409103
País Vasco,"Hoteles, cafés y restaurantes",2017,4443990
País Vasco,"Hoteles, cafés y restaurantes",2016,4188122
País Vasco,"Hoteles, cafés y restaurantes",2015,3776765
País Vasco,"Hoteles, cafés y restaurantes",2014,3792116
País Vasco,Otros bienes y servicios,2020,3783681
País Vasco,Otros bienes y servicios,2019,4033437
País Vasco,Otros bienes y servicios,2018,3951982
País Vasco,Otros bienes y servicios,2017,3817332
País Vasco,Otros bienes y servicios,2016,3543783
País Vasco,Otros bienes y servicios,2015,3200199
País Vasco,Otros bienes y servicios,2014,3014091
País Vasco,Total gasto en consumo final de los hogares interior,2020,32962796
País Vasco,Total gasto en consumo final de los hogares interior,2019,36995378
País Vasco,Total gasto en consumo final de los hogares interior,2018,36623391
País Vasco,Total gasto en consumo final de los hogares interior,2017,36017489
País Vasco,Total gasto en consumo final de los hogares interior,2016,34641462
País Vasco,Total gasto en consumo final de los hogares interior,2015,33597020
País Vasco,Total gasto en consumo final de los hogares interior,2014,32707578
País Vasco,P.Gasto en consumo final de los hogares,2020,34302780
País Vasco,P.Gasto en consumo final de los hogares,2019,39751467
País Vasco,P.Gasto en consumo final de los hogares,2018,39149359
País Vasco,P.Gasto en consumo final de los hogares,2017,38469813
País Vasco,P.Gasto en consumo final de los hogares,2016,37015201
País Vasco,P.Gasto en consumo final de los hogares,2015,35745403
País Vasco,P.Gasto en consumo final de los hogares,2014,34676627
País Vasco,P.Consumo final efectivo de los hogares,2020,43782065
País Vasco,P.Consumo final efectivo de los hogares,2019,49056170
País Vasco,P.Consumo final efectivo de los hogares,2018,47855608
País Vasco,P.Consumo final efectivo de los hogares,2017,46984837
País Vasco,P.Consumo final efectivo de los hogares,2016,45396163
País Vasco,P.Consumo final efectivo de los hogares,2015,43974304
País Vasco,P.Consumo final efectivo de los hogares,2014,42499309
"Rioja, La",Alimentos y bebidas no alcohólicas,2020,660788
"Rioja, La",Alimentos y bebidas no alcohólicas,2019,615783
"Rioja, La",Alimentos y bebidas no alcohólicas,2018,605246
"Rioja, La",Alimentos y bebidas no alcohólicas,2017,577482
"Rioja, La",Alimentos y bebidas no alcohólicas,2016,575971
"Rioja, La",Alimentos y bebidas no alcohólicas,2015,584439
"Rioja, La",Alimentos y bebidas no alcohólicas,2014,578210
"Rioja, La","Bebidas alcohólicas, tabaco y narcóticos",2020,176987
"Rioja, La","Bebidas alcohólicas, tabaco y narcóticos",2019,168405
"Rioja, La","Bebidas alcohólicas, tabaco y narcóticos",2018,171272
"Rioja, La","Bebidas alcohólicas, tabaco y narcóticos",2017,170366
"Rioja, La","Bebidas alcohólicas, tabaco y narcóticos",2016,172878
"Rioja, La","Bebidas alcohólicas, tabaco y narcóticos",2015,164971
"Rioja, La","Bebidas alcohólicas, tabaco y narcóticos",2014,161417
"Rioja, La",Artículos de vestir y calzado,2020,145800
"Rioja, La",Artículos de vestir y calzado,2019,195349
"Rioja, La",Artículos de vestir y calzado,2018,187134
"Rioja, La",Artículos de vestir y calzado,2017,191318
"Rioja, La",Artículos de vestir y calzado,2016,186598
"Rioja, La",Artículos de vestir y calzado,2015,188865
"Rioja, La",Artículos de vestir y calzado,2014,175972
"Rioja, La","Vivienda, agua, electricidad, gas y otros combustibles",2020,1045133
"Rioja, La","Vivienda, agua, electricidad, gas y otros combustibles",2019,1066749
"Rioja, La","Vivienda, agua, electricidad, gas y otros combustibles",2018,1055479
"Rioja, La","Vivienda, agua, electricidad, gas y otros combustibles",2017,1044878
"Rioja, La","Vivienda, agua, electricidad, gas y otros combustibles",2016,1019547
"Rioja, La","Vivienda, agua, electricidad, gas y otros combustibles",2015,1037118
"Rioja, La","Vivienda, agua, electricidad, gas y otros combustibles",2014,1059274
"Rioja, La","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2020,197912
"Rioja, La","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2019,217786
"Rioja, La","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2018,217201
"Rioja, La","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2017,214529
"Rioja, La","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2016,205020
"Rioja, La","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2015,200106
"Rioja, La","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2014,184192
"Rioja, La",Salud,2020,201884
"Rioja, La",Salud,2019,212396
"Rioja, La",Salud,2018,194486
"Rioja, La",Salud,2017,185641
"Rioja, La",Salud,2016,175636
"Rioja, La",Salud,2015,173625
"Rioja, La",Salud,2014,177891
"Rioja, La",Transporte,2020,375011
"Rioja, La",Transporte,2019,525996
"Rioja, La",Transporte,2018,526344
"Rioja, La",Transporte,2017,502845
"Rioja, La",Transporte,2016,463599
"Rioja, La",Transporte,2015,447936
"Rioja, La",Transporte,2014,436000
"Rioja, La",Comunicaciones,2020,114866
"Rioja, La",Comunicaciones,2019,117567
"Rioja, La",Comunicaciones,2018,117962
"Rioja, La",Comunicaciones,2017,113508
"Rioja, La",Comunicaciones,2016,107562
"Rioja, La",Comunicaciones,2015,104412
"Rioja, La",Comunicaciones,2014,99968
"Rioja, La","Ocio, espectáculos y cultura",2020,203133
"Rioja, La","Ocio, espectáculos y cultura",2019,307941
"Rioja, La","Ocio, espectáculos y cultura",2018,309556
"Rioja, La","Ocio, espectáculos y cultura",2017,304789
"Rioja, La","Ocio, espectáculos y cultura",2016,296202
"Rioja, La","Ocio, espectáculos y cultura",2015,285975
"Rioja, La","Ocio, espectáculos y cultura",2014,264994
"Rioja, La",Educación,2020,118295
"Rioja, La",Educación,2019,115809
"Rioja, La",Educación,2018,111763
"Rioja, La",Educación,2017,108222
"Rioja, La",Educación,2016,105168
"Rioja, La",Educación,2015,102258
"Rioja, La",Educación,2014,99283
"Rioja, La","Hoteles, cafés y restaurantes",2020,394721
"Rioja, La","Hoteles, cafés y restaurantes",2019,683576
"Rioja, La","Hoteles, cafés y restaurantes",2018,645949
"Rioja, La","Hoteles, cafés y restaurantes",2017,643073
"Rioja, La","Hoteles, cafés y restaurantes",2016,574642
"Rioja, La","Hoteles, cafés y restaurantes",2015,519339
"Rioja, La","Hoteles, cafés y restaurantes",2014,511579
"Rioja, La",Otros bienes y servicios,2020,458350
"Rioja, La",Otros bienes y servicios,2019,499493
"Rioja, La",Otros bienes y servicios,2018,485473
"Rioja, La",Otros bienes y servicios,2017,475455
"Rioja, La",Otros bienes y servicios,2016,464261
"Rioja, La",Otros bienes y servicios,2015,422409
"Rioja, La",Otros bienes y servicios,2014,412415
"Rioja, La",Total gasto en consumo final de los hogares interior,2020,4092880
"Rioja, La",Total gasto en consumo final de los hogares interior,2019,4726850
"Rioja, La",Total gasto en consumo final de los hogares interior,2018,4627865
"Rioja, La",Total gasto en consumo final de los hogares interior,2017,4532106
"Rioja, La",Total gasto en consumo final de los hogares interior,2016,4347084
"Rioja, La",Total gasto en consumo final de los hogares interior,2015,4231453
"Rioja, La",Total gasto en consumo final de los hogares interior,2014,4161195
"Rioja, La",P.Gasto en consumo final de los hogares,2020,4036382
"Rioja, La",P.Gasto en consumo final de los hogares,2019,4619770
"Rioja, La",P.Gasto en consumo final de los hogares,2018,4556182
"Rioja, La",P.Gasto en consumo final de los hogares,2017,4433691
"Rioja, La",P.Gasto en consumo final de los hogares,2016,4277045
"Rioja, La",P.Gasto en consumo final de los hogares,2015,4131213
"Rioja, La",P.Gasto en consumo final de los hogares,2014,4081294
"Rioja, La",P.Consumo final efectivo de los hogares,2020,5172634
"Rioja, La",P.Consumo final efectivo de los hogares,2019,5693458
"Rioja, La",P.Consumo final efectivo de los hogares,2018,5581903
"Rioja, La",P.Consumo final efectivo de los hogares,2017,5434116
"Rioja, La",P.Consumo final efectivo de los hogares,2016,5271056
"Rioja, La",P.Consumo final efectivo de los hogares,2015,5101412
"Rioja, La",P.Consumo final efectivo de los hogares,2014,5019414
Ceuta,Alimentos y bebidas no alcohólicas,2020,129743
Ceuta,Alimentos y bebidas no alcohólicas,2019,125036
Ceuta,Alimentos y bebidas no alcohólicas,2018,128287
Ceuta,Alimentos y bebidas no alcohólicas,2017,126794
Ceuta,Alimentos y bebidas no alcohólicas,2016,123154
Ceuta,Alimentos y bebidas no alcohólicas,2015,123035
Ceuta,Alimentos y bebidas no alcohólicas,2014,128754
Ceuta,"Bebidas alcohólicas, tabaco y narcóticos",2020,33980
Ceuta,"Bebidas alcohólicas, tabaco y narcóticos",2019,38620
Ceuta,"Bebidas alcohólicas, tabaco y narcóticos",2018,34825
Ceuta,"Bebidas alcohólicas, tabaco y narcóticos",2017,35183
Ceuta,"Bebidas alcohólicas, tabaco y narcóticos",2016,37188
Ceuta,"Bebidas alcohólicas, tabaco y narcóticos",2015,36528
Ceuta,"Bebidas alcohólicas, tabaco y narcóticos",2014,36272
Ceuta,Artículos de vestir y calzado,2020,41256
Ceuta,Artículos de vestir y calzado,2019,53754
Ceuta,Artículos de vestir y calzado,2018,55298
Ceuta,Artículos de vestir y calzado,2017,58567
Ceuta,Artículos de vestir y calzado,2016,57921
Ceuta,Artículos de vestir y calzado,2015,53566
Ceuta,Artículos de vestir y calzado,2014,55191
Ceuta,"Vivienda, agua, electricidad, gas y otros combustibles",2020,202960
Ceuta,"Vivienda, agua, electricidad, gas y otros combustibles",2019,204632
Ceuta,"Vivienda, agua, electricidad, gas y otros combustibles",2018,204089
Ceuta,"Vivienda, agua, electricidad, gas y otros combustibles",2017,197551
Ceuta,"Vivienda, agua, electricidad, gas y otros combustibles",2016,191524
Ceuta,"Vivienda, agua, electricidad, gas y otros combustibles",2015,186680
Ceuta,"Vivienda, agua, electricidad, gas y otros combustibles",2014,183411
Ceuta,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2020,40033
Ceuta,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2019,46694
Ceuta,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2018,48024
Ceuta,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2017,51123
Ceuta,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2016,46886
Ceuta,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2015,43556
Ceuta,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2014,42367
Ceuta,Salud,2020,49635
Ceuta,Salud,2019,52785
Ceuta,Salud,2018,49965
Ceuta,Salud,2017,50478
Ceuta,Salud,2016,38551
Ceuta,Salud,2015,45545
Ceuta,Salud,2014,46434
Ceuta,Transporte,2020,84238
Ceuta,Transporte,2019,120089
Ceuta,Transporte,2018,126819
